City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
572,Azul,-36.777,-59.8585,43.34,72,34,9.37,AR,2022-07-20 05:49:59,scattered clouds
573,Beroroha,-21.6667,45.1667,72.48,39,0,13.91,MG,2022-07-20 05:49:59,clear sky
574,Santiago,-33.4569,-70.6483,57.99,52,0,3.44,CL,2022-07-20 05:46:00,clear sky
575,Calama,-22.4667,-68.9333,52.29,19,93,17.27,CL,2022-07-20 05:45:34,overcast clouds
576,Yumen,40.2833,97.2,83.79,19,54,11.52,CN,2022-07-20 05:50:00,broken clouds
577,Acajutla,13.5928,-89.8275,79.39,81,94,4.61,SV,2022-07-20 05:50:00,overcast clouds
578,Oksbol,55.6268,8.2876,72.91,61,7,14.94,DK,2022-07-20 05:50:01,clear sky
579,Port-Gentil,-0.7193,8.7815,75.16,83,100,9.22,GA,2022-07-20 05:50:01,overcast clouds
580,Domoni,-12.2569,44.5319,77.18,66,57,9.35,KM,2022-07-20 05:50:01,light rain
581,Baglan,36.1307,68.7083,101.21,9,0,7.54,AF,2022-07-20 05:50:02,clear sky
582,Homer,59.6425,-151.5483,51.76,92,100,3.44,US,2022-07-20 05:50:02,light rain
583,Erdaojiang,41.7764,126.0319,77.9,74,96,3.44,CN,2022-07-20 05:50:03,overcast clouds
584,Entre Rios,-11.9419,-38.0844,67.71,93,59,2.91,BR,2022-07-20 05:50:03,broken clouds
585,Makakilo City,21.3469,-158.0858,79.12,63,0,11.5,US,2022-07-20 05:50:04,clear sky
586,Half Moon Bay,37.4636,-122.4286,62.91,86,100,18.41,US,2022-07-20 05:45:35,mist
587,Hailar,49.2,119.7,83.84,34,0,1.68,CN,2022-07-20 05:50:04,clear sky
588,Burnie,-41.0667,145.9167,49.75,62,3,0.76,AU,2022-07-20 05:47:49,clear sky
589,Chitral,35.8462,71.7858,91.35,22,0,3.76,PK,2022-07-20 05:50:05,clear sky
590,Coari,-4.085,-63.1414,74.68,81,23,2.46,BR,2022-07-20 05:50:05,few clouds
591,Taoudenni,22.6783,-3.9836,89.85,24,52,4.99,ML,2022-07-20 05:50:06,broken clouds
592,Emilio Carranza,19.9711,-96.6114,79.61,81,39,8.25,MX,2022-07-20 05:50:06,scattered clouds
593,Kropotkin,45.4375,40.5756,75.47,49,11,7.7,RU,2022-07-20 05:45:29,few clouds
594,Acarau,-2.8856,-40.12,75.99,89,27,12.77,BR,2022-07-20 05:50:07,scattered clouds
595,Xixiang,35.1628,112.865,86.4,50,71,2.8,CN,2022-07-20 05:50:07,broken clouds
596,Mhlume,-26.0333,31.85,62.44,69,1,4.7,SZ,2022-07-20 05:50:07,clear sky
597,Brae,60.3964,-1.353,54.91,92,100,11.36,GB,2022-07-20 05:50:08,overcast clouds
598,Zeya,53.75,127.2667,80.58,48,92,5.26,RU,2022-07-20 05:50:08,overcast clouds
599,Lhokseumawe,5.1801,97.1507,88.54,61,75,9.98,ID,2022-07-20 05:50:09,broken clouds
600,Tiznit,29.5833,-9.5,82.18,32,62,0.74,MA,2022-07-20 05:50:09,broken clouds
601,Sabla,12.7525,4.7077,75.09,84,33,6.4,NG,2022-07-20 05:50:09,scattered clouds
